,title,link,summary,published,tags,category,credit,source,lemmatized_text,audio
454,"Čiň Putinovi dobře, Ruskem se ti odmění",https://denikn.cz/647875/cin-putinovi-dobre-ruskem-se-ti-odmeni/,"Komentář Michala Kořana: Před dvanácti lety nabídl Barack Obama vůdci Kremlu něco jako obchod: povolí mu v oblasti východní Evropy, Ukrajiny, Gruzie a na oplátku se Západu dostane ruské podpory v Afghánistánu – či v boji proti terorismu obecně – a dohody v jaderném odzbrojování. Jenže Putin není stratég, je to taktický operativec, který vrazí nohu všude tam, kam je mu to umožněno. Co na něj tedy může fungovat a nakolik se to projevilo při středeční schůzce amerického a ruského prezidenta?","FeedparserTime(tm_year=2021, tm_mon=6, tm_mday=17, tm_hour=13, tm_min=26, tm_sec=7, tm_wday=3, tm_yday=168, tm_isdst=0)","['Komentáře', 'Svět', 'Názor']",Svět,,denikn.cz,"činit Putin dobře , Rusko se ty odměnit komentář Michal Kořan : před dvanáct rok nabídnout Barack Obama vůdce Kreml něco jako obchod : povolit on v oblast východní Evropa , Ukrajina , Gruzie a na oplátka se západ dostat ruský podpora v Afghánistán – či v boj proti terorizmus obecně – a dohoda v jaderný odzbrojování . jenže Putin být stratég , být ten taktický operativec , který vrazit noha všude tam , kam být on ten umožnit . co na on tedy moci fungovat a nakolik se ten projevit při středeční schůzka americký a ruský prezident ?",ausgerechnet_nemecko_co_bude_s_rouskami_mozna_by_se_uz_mohly_pomalu_stahovat_z_obliceje.wav
455,Maďarsko podle ruského vzoru: Orbánův zákon spojuje pedofily se sexuálními menšinami,https://denikn.cz/647716/madarsko-podle-ruskeho-vzoru-orbanuv-zakon-spojuje-pedofily-se-sexualnimi-mensinami/,"Orbánova vláda pokračuje v útocích proti sexuálním menšinám, které spustila už v průběhu druhé vlny pandemie. Nejnověji zakazuje prezentaci homosexuality nezletilým.","FeedparserTime(tm_year=2021, tm_mon=6, tm_mday=17, tm_hour=10, tm_min=44, tm_sec=43, tm_wday=3, tm_yday=168, tm_isdst=0)","['Svět', 'LGBTQ', 'Lidská práva', 'Maďarsko']",Svět,,denikn.cz,"Maďarsko podle ruský vzor : Orbánův zákon spojovat pedofil s sexuální menšina Orbánův vláda pokračovat v útok proti sexuální menšina , který spustit už v průběh druhý vlna pandemie . nově zakazovat prezentace homosexualita zletilý .",madarsko_podle_ruskeho_vzoru_orbanuv_zakon_spojuje_pedofily_se_sexualnimi_mensinami.wav
456,"Banány za 45 dolarů, chřadnoucí kukuřice a vařené odpadky. Přízrak hladu v KLDR přiznal i Kim",https://denikn.cz/646903/banany-za-45-dolaru-chradnouci-kukurice-a-varene-odpadky-prizrak-hladu-v-kldr-priznal-i-kim/,"„Potravinová situace lidu je napjatá,“ prohlásil severokorejský vůdce na včera zahájeném plénu Korejské strany práce. Zprávy z Pchjongjangu mluví o desetinásobně dražším zboží, vyschlých přídělech a vaření odpadků; zprávy z venkova o obavách z astronomických cen životně důležité kukuřice.","FeedparserTime(tm_year=2021, tm_mon=6, tm_mday=17, tm_hour=9, tm_min=37, tm_sec=59, tm_wday=3, tm_yday=168, tm_isdst=0)","['Audio', 'Svět', 'Dálný východ']",Svět,,denikn.cz,"banán za 45 dolar , chřadnoucí kukuřice a vařený odpadky . přízrak hlad v KLDR přiznat i Kim „ potravinový situace lid být napjatý , “ prohlásit severokorejský vůdce na včera zahájený plénum korejský strana práce . zpráva z Pchjongjang mluvit o desetinásobně drahý zboží , vyschlý příděl a vaření odpadky ; zpráva z venkov o obava z astronomický cena životně důležitý kukuřice .",tahle_zeme_neni_pro_mlade_kazdy_treti_spanel_do_29_let_nemuze_najit_praci.wav
457,„Čeho se bojíte?“ zaskočila novinářka Putina. Druhé se zase musel omlouvat Biden,https://denikn.cz/647469/ceho-se-bojite-zaskocila-novinarka-putina-druhe-se-zase-musel-omlouvat-biden/,"Na začátku nechal Biden čekat Putina. Pak mu to ruský prezident vrátil. To když se rozpovídal na tiskovce s vědomím, že americký prezident vystoupí až poté, co on sám skončí. A tak přidával další a další „tentokrát úplně poslední“ otázku, až před novináři stál bezmála hodinu.","FeedparserTime(tm_year=2021, tm_mon=6, tm_mday=16, tm_hour=21, tm_min=0, tm_sec=50, tm_wday=2, tm_yday=167, tm_isdst=0)","['Audio', 'Svět', 'Joe Biden', 'Rusko', 'USA', 'Vladimir Putin']",Svět,,denikn.cz,"„ co se bát ? “ zaskočit novinářka Putin . druhý se zase muset omlouvat Biden na začátek nechat Biden čekat Putin . pak on ten ruský prezident vrátit . ten když se rozpovídat na tiskovka s vědomí , že americký prezident vystoupit až poté , co on sám skončit . a tak přidávat další a další „ tentokrát úplně poslední “ otázka , až před novinář stát bezmála hodina .",svetova_media_jsou_vetsinou_se_schuzkou_bidenputin_spokojena_spilaji_ale_trumpovi_priznivci.wav
458,Švýcarsko je spokojeno. Reportáž z dějiště summitu Biden-Putin,https://denikn.cz/647573/svycarsko-je-spokojeno-reportaz-z-dejiste-summitu-biden-putin/,"Summit se povedl, bezpečnost nebyla ohrožena, Švýcarsko se dostalo do světových zpráv a i obyvatelé Ženevy jsou přes všechna omezení spokojeni. Až na ten ostnatý drát, srovnává Čechošvýcarka, která v Ženevě na dřívějším summitu obědvala s Gorbačovem.","FeedparserTime(tm_year=2021, tm_mon=6, tm_mday=16, tm_hour=20, tm_min=16, tm_sec=59, tm_wday=2, tm_yday=167, tm_isdst=0)","['Svět', 'Joe Biden', 'Rusko', 'USA', 'Vladimir Putin']",Svět,,denikn.cz,"Švýcarsko být spokojený . reportáž z dějiště summit Biden - Putin summit se povést , bezpečnost být ohrozit , Švýcarsko se dostat do světový zpráva a i obyvatel Ženeva být přes všechen omezení spokojený . až na ten ostnatý drát , srovnávat Čechošvýcarka , který v Ženeva na dřívější summit obědvat s Gorbačov .",studio_n_zakulisi_setkani_bidena_s_putinem.wav
459,"Virus se teď chová jinak, ale lidé stále stejně. Co způsobilo prudký nárůst nemocných v Rusku?",https://denikn.cz/646807/virus-se-ted-chova-jinak-ale-lide-stale-stejne-co-zpusobilo-prudky-narust-nemocnych-v-rusku/,"„Drazí Moskvané. Situace s koronavirem se rozvíjí dramaticky,“ zahájil svůj dnešní zápis na blogu jindy zdrženlivý starosta Moskvy Sergej Sobjanin. Má k tomu důvod. Ve specializované nemocnici na Komunarce ještě nikdy nebylo tolik pacientů připojených na umělou plicní ventilaci jako právě teď.","FeedparserTime(tm_year=2021, tm_mon=6, tm_mday=16, tm_hour=15, tm_min=56, tm_sec=22, tm_wday=2, tm_yday=167, tm_isdst=0)","['Audio', 'Svět']",Svět,,denikn.cz,"vir se teď chovat jinak , ale člověk stále stejně . co způsobit prudký nárůst nemocný v Rusko ? „ drahý Moskvan . situace s koronavirus se rozvíjet dramaticky , “ zahájit svůj dnešní zápis na blog jindy zdrženlivý starosta Moskva Sergej Sobjanin . mít k ten důvod . v specializovaný nemocnice na Komunarce ještě nikdy být tolik pacient připojený na umělý plicní ventilace jako právě teď .",po_prvnim_smrtelnem_utoku_chteji_slovensti_myslivci_a_lesnici_medvedy_opet_strilet.wav
478,"Český startup zprostředkovává prodej ojetin kompletně online. Naši zákazníci berou auto jako spotřební věc, říká jeho šéf",https://denikn.cz/639508/cesky-startup-zprostredkovava-prodej-ojetin-kompletne-online-nasi-zakaznici-berou-auto-jako-spotrebni-vec-rika-jeho-sef/,"Zakladatel českého online obchodu s ojetými auty Carvago Jakub Šulta chce lidi přesvědčit, že si už nepotřebují své budoucí auto ohmatat a posedět v něm. Mnohem důležitější je podle něj jistota technického stavu a široká nabídka, kterých se prý dá dosáhnout jen online.","FeedparserTime(tm_year=2021, tm_mon=6, tm_mday=6, tm_hour=5, tm_min=29, tm_sec=36, tm_wday=6, tm_yday=157, tm_isdst=0)","['Ekonomika', 'Automobily']",Ekonomika,,denikn.cz,"český startup zprostředkovávat prodej ojetina kompletně online . můj zákazník brát auto jako spotřební věc , říkat jeho šéf zakladatel český online obchod s ojetý auto Carvago Jakub Šulta chtít člověk přesvědčit , že se už potřebovat svůj budoucí auto ohmatat a posedět v on . mnohem důležitý být podle on jistota technický stav a široký nabídka , který se prý dát dosáhnout jen online .",investice_do_vina_i_zelenych_firem_nabizime_tipy_jak_se_branit_inflaci.wav
479,"Při vysokých cenách bydlení růst ekonomiky nepomůže. Rodiny musí důstojně žít ze svého platu, říká šéf Erste Group",https://denikn.cz/638910/pri-vysokych-cenach-bydleni-rust-ekonomiky-nepomuze-rodiny-musi-dustojne-zit-ze-sveho-platu-rika-sef-erste-group/,"Šéf rakouské bankovní skupiny Erste Group Bernhard Spalt věří, že už brzy bude očkovaných dost na to, aby střední Evropa pandemii koronaviru porazila. Touha lidí vrátit se k normálu pomůže ekonomice a to je dobrá zpráva i pro banky. „My tento pozitivní potenciál podceňujeme,“ říká dvaapadesátiletý bankéř, podle nějž novou víru v budoucnost zaznamenáme nejen u lidí, ale i u firem. „Máme štěstí, že z krize se můžeme snadno vzchopit.“","FeedparserTime(tm_year=2021, tm_mon=6, tm_mday=5, tm_hour=5, tm_min=12, tm_sec=5, tm_wday=5, tm_yday=156, tm_isdst=0)","['Ekonomika', 'Finance', 'Inflace']",Ekonomika,,denikn.cz,"při vysoký cena bydlení růst ekonomika pomoci . rodina muset důstojně žít z svůj plat , říkat šéf Erste Group šéf rakouský bankovní skupina Erste Group Bernhard Spalt věřit , že už brzy být očkovaný dost na ten , aby střední Evropa pandemie koronavirus porazit . touha člověk vrátit se k normál pomoci ekonomika a ten být dobrý zpráva i pro banka . „ já tento pozitivní potenciál podceňovat , “ říkat dvaapadesátiletý bankéř , podle jenž nový víra v budoucnost zaznamenat nejen u člověk , ale i u firma . „ mít štěstí , že z krize se moci snadno vzchopit . “",pri_vysokych_cenach_bydleni_rust_ekonomiky_nepomuze_rodiny_musi_dustojne_zit_ze_sveho_platu_rika_sef_erste_group.wav
488,"Výstava Vanitas v Doxu přináší krásu, rozklad a přeplněnost. Všeho moc škodí – i smrti",https://denikn.cz/643198/vystava-vanitas-v-doxu-prinasi-krasu-rozklad-a-preplnenost-vseho-moc-skodi-i-smrti/,"Prázdnota, nicotnost, pomíjivost, vanitas… Zásadní problematika biblické knihy Kazatel, která zpochybňuje každé lidské snažení, se objevuje jako důležité téma ve výtvarném umění již od renesance, a stalo se dokonce obsahem specifického žánru.","FeedparserTime(tm_year=2021, tm_mon=6, tm_mday=10, tm_hour=7, tm_min=42, tm_sec=6, tm_wday=3, tm_yday=161, tm_isdst=0)","['Kultura', 'Výtvarné umění']",Kultura,,denikn.cz,"výstava Vanitas v doxa přinášet krása , rozklad a přeplněnost . všechen moc škodit – i smrt prázdnota , nicotnost , pomíjivost , vanitas … zásadní problematika biblický kniha kazatel , který zpochybňovat každý lidský snažení , se objevovat jako důležitý téma v výtvarný umění již od renezance , a stát se dokonce obsah specifický žánr .",vzbudil_jsem_se_a_v_hlave_mel_pisen_rika_vladimir_misik_o_chystanem_albu.wav
489,"Poctivě dělaná hudba si najde publikum nezávisle na jazyku, říká zpěvačka Anna Maria Jopek. V Praze chystá dva koncerty",https://denikn.cz/641325/poctive-delana-hudba-si-najde-publikum-nezavisle-na-jazyku-rika-zpevacka-anna-maria-jopek-v-praze-chysta-dva-koncerty/,"Na třetí pokus, po přeloženém říjnovém, respektive lednovém termínu, zavítá 10. 6. do pražského Divadla Komedie hned na dvojici po sobě následujících koncertů polská zpěvačka Anna Maria Jopek. První verze tohoto rozhovoru vznikala necelý týden před původním, tedy říjnovým datem, a zpěvačka proslulá svým optimismem z něj nic neztratila ani během vynucené umělecké přestávky.","FeedparserTime(tm_year=2021, tm_mon=6, tm_mday=10, tm_hour=7, tm_min=37, tm_sec=32, tm_wday=3, tm_yday=161, tm_isdst=0)","['Kultura', 'Hudba']",Kultura,,denikn.cz,"poctivě dělaný hudba se najít publikum závisle na jazyk , říkat zpěvačka Anna Maria Jopek . v Praha chystat dva koncert na třetí pokus , po přeložený říjnový , respektive lednový termín , zavítat 10 . 6 . do pražský divadlo komedie hned na dvojice po se následující koncert polský zpěvačka Anna Maria Jopek . první verze tento rozhovor vznikat celý týden před původní , tedy říjnový datum , a zpěvačka proslulý svůj optimismus z on nic ztratit ani během vynucený umělecký přestávka .",centrum_obce_hasicarna_shoduji_se_autori_nove_publikace_moznosti_vesnice.wav
498,"Jak poznáme, že epidemie v Česku skončila",https://denikn.cz/634568/jak-pozname-ze-epidemie-v-cesku-skoncila/,"Když jste v nějaké nepříjemné situaci, ze všeho nejvíc vás zajímá, kdy skončí. Děti vědí, v kolik zazvoní na přestávku, vězeň ví, kdy nejpozději ho musí propustit. S epidemií to je složitější.","FeedparserTime(tm_year=2021, tm_mon=5, tm_mday=28, tm_hour=4, tm_min=16, tm_sec=4, tm_wday=4, tm_yday=148, tm_isdst=0)","['Audio', 'Česko', 'Věda', 'Koronavirus']",Věda,,denikn.cz,"jak poznat , že epidemie v Česko skončit když být v nějaký příjemný situace , z všechen hodně ty zajímat , kdy skončit . dítě vědět , v kolik zazvonit na přestávka , vězeň vědět , kdy pozdě on muset propustit . s epidemie ten být složitý .",jsme_vsichni_potencialni_spiritisticka_media_vyzkum_lidi_kteri_rozmlouvaji_s_duchy_ma_smysl.wav
499,"Války odborníků: ani po roce vláda neví, na koho se spolehnout. Střídá to ode zdi ke zdi. Občané se orientují tím méně",https://denikn.cz/632355/valky-odborniku-ani-po-roce-vlada-nevi-na-koho-se-spolehnout-strida-to-ode-zdi-ke-zdi-obcane-se-orientuji-tim-mene/,"Česko patří k zemím, kde se během celého dosavadního průběhu pandemie nepodařilo dosáhnout ani přibližného konsenzu mezi lékaři a dalšími odborníky. Spor akademiků pokračuje, ale akademický není: týká se nás všech. Důležitým, nikoli jediným důkazem je nedávné zrušení spolupráce ministerstva zdravotnictví se skupinou MeSES.","FeedparserTime(tm_year=2021, tm_mon=5, tm_mday=24, tm_hour=11, tm_min=16, tm_sec=56, tm_wday=0, tm_yday=144, tm_isdst=0)","['Česko', 'Věda', 'Koronavirus']",Věda,,denikn.cz,"válka odborník : ani po rok vláda vědět , na kdo se spolehnout . střídat ten od zeď k zeď . občan se orientovat ten málo Česko patřit k země , kde se během celý dosavadní průběh pandemie podařit dosáhnout ani přibližný konsens mezi lékař a další odborník . spor akademik pokračovat , ale akademický být : týkat se já všechen . důležitý , nikoli jediný důkaz být dávný zrušení spolupráce ministerstvo zdravotnictví s skupina MeSES .",statisice_prchaji_pred_smrti_jakou_zemrel_malokdo_limnicka_exploze_ohrozuje_mesto_goma.wav
319,"OBRAZEM: Klaus oslavil na hradě své 80. narozeniny. Popřát mu přišel například  Nečas, Duka nebo Železný",https://www.irozhlas.cz/zpravy-domov/oslava-narozenin-vaclava-kaluse_2106181839_kuc,"Několik set hostů v pátek přišlo s bývalým prezidentem Václavem Klausem oslavit jeho sobotní 80. narozeniny. Exprezident si za místo své oslavy vybral Jižní zahrady Pražského hradu. Mezi gratulanty byl třeba kardinál Dominik Duka, režisér Juraj Jakubisko nebo bývalý premiér Petr Nečas. Popřál mu i současný prezident Miloš Zeman, který ho vyzval k návratu do politiky. Mnoho hostů se podle Klause omluvilo kvůli horkému počasí.","FeedparserTime(tm_year=2021, tm_mon=6, tm_mday=18, tm_hour=16, tm_min=39, tm_sec=0, tm_wday=4, tm_yday=169, tm_isdst=0)",[],Zprávy z domova,,irozhlas.cz,"obraz : Klaus oslavit na hrad svůj 80 . narozeniny . popřát on přijít například Nečas , Duka nebo Železný několik sto host v pátek přijít s bývalý prezident Václav Klaus oslavit jeho sobotní 80 . narozeniny . exprezident se za místo svůj oslava vybrat jižní zahrada pražský hrad . mezi gratulant být třeba kardinál Dominik Duka , režisér Juraj Jakubisko nebo bývalý premiér Petr Nečas . popřát on i současný prezident Miloš Zeman , který on vyzvat k návrat do politika . mnoho host se podle Klaus omluvit kvůli horký počasí .",v_cesku_pokracuje_tropicke_pocasi_v_plzni_namerili_temer_35_stupnu_padly_tri_teplotni_rekordy.wav
339,Pandemie covidu-19 má globálně přes 4 miliony obětí. Nejvážnější situace zůstává v Latinské Americe,https://www.irozhlas.cz/zpravy-svet/pandemie-covid-koronavirus-umrti-svet-latinska-amerika-vakciny_2106180755_tzr,"Počet obětí pandemie covidu-19 v noci na pátek celosvětově přesáhl hranici čtyř milionů. Vyplývá to propočtů agentury Reuters. Onemocnění způsobené virem SARS-CoV-2 se poprvé prokázalo na konci roku 2019 v Číně, od té doby se virus potvrdil u více než 177 milionů lidí po celém světě.","FeedparserTime(tm_year=2021, tm_mon=6, tm_mday=18, tm_hour=5, tm_min=55, tm_sec=0, tm_wday=4, tm_yday=169, tm_isdst=0)",[],Zprávy ze světa,,irozhlas.cz,"pandemie covid - 19 mít globálně přes 4 milión oběť . vážný situace zůstávat v latinský Amerika počet oběť pandemie covid - 19 v noc na pátek celosvětově přesáhnout hranice čtyři milión . vyplývat ten propočet agentura reuters . onemocnění způsobený vir SARS - CoV - 2 se poprvé prokázat na konec rok 2019 v Čína , od ten doba se vir potvrdit u hodně než 177 milión člověk po celý svět .",ozbrojenci_v_nigerii_unesli_80_studentu_a_pet_ucitelu_motivem_je_vykupne.wav
0,Kubek zůstává šéfem České lékařské komory. Na sjezdu uspěl již počtvrté,https://www.lidovky.cz/domov/v-pozici-prezidenta-ceske-lekarske-komory-bude-dalsich-pet-let-dosavadni-sef-milan-kubek.A210619_192154_ln_domov_lijk#utm_source=rss&utm_medium=feed&utm_campaign=ln_domov&utm_content=main,Českou lékařskou komoru (ČLK) povede dalších pět let její dosavadní šéf Milan Kubek. Na sobotním sjezdu v Praze získal post prezidenta již počtvrté. Kubek ve volbě porazil současného viceprezidenta stavovské organizace lékařů Zdeňka Mrozka.,"FeedparserTime(tm_year=2021, tm_mon=6, tm_mday=19, tm_hour=18, tm_min=6, tm_sec=0, tm_wday=5, tm_yday=170, tm_isdst=0)",['Zprávy - Domov'],Zprávy z domova,MAFRA,lidovky.cz,Kubek zůstávat šéf český lékařský komora . na sjezd uspět již počtvrté český lékařský komora ( ČLK ) povést další pět rok jeho dosavadní šéf Milan Kubek . na sobotní sjezd v Praha získat post prezident již počtvrté . Kubek v volba porazit současný viceprezident stavovský organizace lékař Zdeněk Mrozek .,kubek_zustava_sefem_ceske_lekarske_komory_na_sjezdu_uspel_jiz_poctvrte.wav
1,Dálnice popraskala kvůli horku. Na Olomoucku se kvůli tomu vybouralo pět vozidel,https://www.lidovky.cz/domov/na-d35-u-olomouce-kvuli-popraskane-vozovce-havarovalo-pet-aut-dalnice-je-uzavrena.A210619_171722_ln_domov_lijk#utm_source=rss&utm_medium=feed&utm_campaign=ln_domov&utm_content=main,"Vysoké teploty v sobotu odpoledne poškodily povrch dálnice D35 mezi Přáslavicemi a Velkým Újezdem na Olomoucku. Dálnice tam bude v obou směrech nejméně týden zavřená, řidiči musí počítat s objízdnou trasou po vedlejších silnicích. Informoval o tom policejní mluvčí Libor Hejtman. Kvůli zvlněné vozovce na místě havarovala čtyři osobní auta a nákladní vůz, při nehodách utrpělo deset lidí lehčí zranění. Záchranáři zraněné ošetřili a některé převezli do nemocnice. Policie dopravu odkláněla.","FeedparserTime(tm_year=2021, tm_mon=6, tm_mday=19, tm_hour=18, tm_min=2, tm_sec=0, tm_wday=5, tm_yday=170, tm_isdst=0)",['Zprávy - Domov'],Zprávy z domova,ČTK,lidovky.cz,"dálnice popraskat kvůli horko . na Olomoucko se kvůli ten vybourat pět vozidlo vysoký teplota v sobota odpoledne poškodit povrch dálnice D 35 mezi Přáslavice a velký Újezd na Olomoucko . dálnice tam být v oba směr málo týden zavřený , řidič muset počítat s objízdný trasa po vedlejší silnice . informovat o ten policejní mluvčí Libor hejtman . kvůli zvlněný vozovka na místo havarovat čtyři osobní auto a nákladní vůz , při nehoda utrpět deset člověk lehký zranění . záchranář zraněný ošetřit a některý převézt do nemocnice . policie doprava odklánět .",dalnice_popraskala_kvuli_horku_na_olomoucku_se_kvuli_tomu_vybouralo_pet_vozidel.wav
2,"Češi přijíždějící ze zahraničí by měli vyplnit formulář, doporučuje Smejkalova skupina MeSES",https://www.lidovky.cz/domov/meses-doporucuje-pri-vstupu-do-ceska-prijezdovy-formular-chce-zamezit-zavleceni-mutaci-covidu.A210619_192711_ln_domov_lijk#utm_source=rss&utm_medium=feed&utm_campaign=ln_domov&utm_content=main,"Mezioborová skupina pro epidemické situace (MeSES) doporučuje, aby lidé přijíždějící do Česka ze zahraničí museli vyplnit příjezdový formulář. Česko by podle ní nemělo umožňovat vstup do země cestujícím s neúplným očkováním bez testu.","FeedparserTime(tm_year=2021, tm_mon=6, tm_mday=19, tm_hour=17, tm_min=32, tm_sec=0, tm_wday=5, tm_yday=170, tm_isdst=0)",['Zprávy - Domov'],Zprávy z domova,MAFRA,lidovky.cz,"Čech přijíždějící z zahraničí být mít vyplnit formulář , doporučovat Smejkalův skupina Meses mezioborový skupina pro epidemický situace ( MeSES ) doporučovat , aby člověk přijíždějící do Česko z zahraničí muset vyplnit příjezdový formulář . Česko být podle on mít umožňovat vstup do země cestující s úplný očkování bez test .",cesi_prijizdejici_ze_zahranici_by_meli_vyplnit_formular_doporucuje_smejkalova_skupina_meses.wav
3,"Česko zažilo pekelný den, rekord padl na 40 místech. Vlna veder ale nekončí, v neděli má být ještě tepleji",https://www.lidovky.cz/domov/cesko-zazilo-prvni-supertropicky-den-padaly-rekordy-v-nedeli-ma-byt-jeste-vetsi-vedro.A210619_191421_ln_domov_lijk#utm_source=rss&utm_medium=feed&utm_campaign=ln_domov&utm_content=main,"Česko v sobotu poprvé v tomto roce zažilo takzvaný supertropický den, kdy teploty přesáhly 35 stupňů Celsia. Teplotní rekord pro 19. červen překonalo 40 stanic. Nejtepleji bylo stejně jako v předchozích dvou dnech v Plzni-Bolevci, a to 35,7 stupně, uvedli meteorologové na webu. Hranici 35 stupňů překonaly ještě stanice Plzeň-Mikulka a Dobřany na západě Čech a Tuhaň na Mělnicku. V neděli má být ještě větší vedro.","FeedparserTime(tm_year=2021, tm_mon=6, tm_mday=19, tm_hour=17, tm_min=19, tm_sec=0, tm_wday=5, tm_yday=170, tm_isdst=0)",['Zprávy - Domov'],Zprávy z domova,MAFRA,lidovky.cz,"Česko zažít pekelný den , rekord padnout na 40 místo . vlna vedro ale končit , v neděle mít být ještě teplo Česko v sobota poprvé v tento rok zažít takzvaný supertropický den , kdy teplota přesáhnout 35 stupeň Celsius . teplotní rekord pro 19 . červen překonat 40 stanice . teple být stejně jako v předchozí dva den v Plzeň - Bolevec , a ten 35,7 stupeň , uvést meteorolog na web . hranice 35 stupeň překonat ještě stanice Plzeň - Mikulka a Dobřany na západ Čechy a Tuhaň na Mělnicko . v neděle mít být ještě velký vedro .",cesko_zazilo_pekelny_den_rekord_padl_na_40_mistech_vlna_veder_ale_nekonci_v_nedeli_ma_byt_jeste_tepleji.wav
4,"Armádní vozidlo najelo v Mali na výbušninu, všichni čeští vojáci jsou v pořádku",https://www.lidovky.cz/domov/ceske-vojenske-vozidlo-v-mali-najelo-na-vybusninu-vsichni-vojaci-jsou-v-poradku.A210619_162646_ln_zahranici_lijk#utm_source=rss&utm_medium=feed&utm_campaign=ln_domov&utm_content=main,"České vojenské vozidlo v Mali v sobotu dopoledne najelo na výbušninu. Všichni vojáci jsou v pořádku, nikdo se nezranil, informovala na twitteru česká armáda. Další informace nebude sdělovat.","FeedparserTime(tm_year=2021, tm_mon=6, tm_mday=19, tm_hour=14, tm_min=30, tm_sec=0, tm_wday=5, tm_yday=170, tm_isdst=0)",['Zprávy - Domov'],Zprávy z domova,Ministerstvo obrany ČR Reprofoto,lidovky.cz,"armádní vozidlo najet v Mali na výbušnina , všechen český voják být v pořádek český vojenský vozidlo v Mali v sobota dopoledne najet na výbušnina . všechen voják být v pořádek , nikdo se zranit , informovat na twitter český armáda . další informace být sdělovat .",armadni_vozidlo_najelo_v_mali_na_vybusninu_vsichni_cesti_vojaci_jsou_v_poradku.wav
5,"Pražské koupaliště hlásily plno už dopoledne. Lidi stojí fronty a čekají, jestli se nějaké místo uvolní",https://www.lidovky.cz/domov/horko-laka-lidi-k-vode-nektera-prazska-koupaliste-naplnila-povolenou-kapacitu-uz-dopoledne.A210619_155453_ln_domov_lijk#utm_source=rss&utm_medium=feed&utm_campaign=ln_domov&utm_content=main,"Mnohá pražská koupaliště dnes překročila povolenou kapacitu, která je kvůli epidemii koronaviru v současné době omezena na 50 procent - to ale v horkém víkendovém dni většinou nestačilo. Někde museli návštěvníky odmítat už dopoledne a neodbytní zájemci museli čekat, než někdo jiný areál opustí. Při vstupu na koupaliště je třeba se prokázat bezinfekčností na covid-19.","FeedparserTime(tm_year=2021, tm_mon=6, tm_mday=19, tm_hour=14, tm_min=0, tm_sec=0, tm_wday=5, tm_yday=170, tm_isdst=0)",['Zprávy - Domov'],Zprávy z domova,MAFRA,lidovky.cz,"pražský koupaliště hlásit plno už dopoledne . člověk stát front a čekat , jestli se nějaký místo uvolnit mnohý pražský koupaliště dnes překročit povolený kapacita , který být kvůli epidemie koronavirus v současný doba omezit na 50 procento - ten ale v horký víkendový den většinou stačit . někde muset návštěvník odmítat už dopoledne a neodbytný zájemce muset čekat , než někdo jiný areál opustit . při vstup na koupaliště být třeba se prokázat bezinfekčnost na covid - 19 .",prazske_koupaliste_hlasily_plno_uz_dopoledne_lidi_stoji_fronty_a_cekaji_jestli_se_nejake_misto_uvolni.wav
6,"Podle Zemana je třeba vyslat jasný signál, že diktátorské praktiky nemají v Evropě co dělat, řekl Kulhánek",https://www.lidovky.cz/domov/navazeme-na-tradici-spolecnych-zasedani-s-izraelskou-vladou-planuje-kulhanek-hodla-pozvat-svuj-diplo.A210619_145430_ln_domov_liam#utm_source=rss&utm_medium=feed&utm_campaign=ln_domov&utm_content=main,"Česko usiluje o uspořádání dvou summitů během předsednictví EU, které zemi čeká v druhé polovině příštího roku. O přípravách během sobotního tříhodinového jednání s poradním týmem prezidenta Miloše Zemana hovořil ministr zahraničí Jakub Kulhánek (ČSSD). Novinářům po schůzce řekl, že jako priority předsednictví vidí transatlantické vazby a přípravy zemí západního Balkánu na vstup do EU.","FeedparserTime(tm_year=2021, tm_mon=6, tm_mday=19, tm_hour=12, tm_min=58, tm_sec=0, tm_wday=5, tm_yday=170, tm_isdst=0)",['Zprávy - Domov'],Zprávy z domova,MAFRA,lidovky.cz,"podle Zeman být třeba vyslat jasný signál , že diktátorský praktika mít v Evropa co dělat , říci Kulhánek Česko usilovat o uspořádání dva summit během předsednictví EU , který země čekat v druhý polovina příští rok . o příprava během sobotní tříhodinový jednání s poradní tým prezident Miloš Zeman hovořit ministr zahraničí Jakub Kulhánek ( ČSSD ) . novinář po schůzka říci , že jako priorita předsednictví vidět transatlantický vazba a příprava země západní Balkán na vstup do EU .",podle_zemana_je_treba_vyslat_jasny_signal_ze_diktatorske_praktiky_nemaji_v_evrope_co_delat_rekl_kulhanek.wav
